1,2,3,4
5,6,7,8
9,10,11,12
1,13,2,14
3,5,4,6
7,9,8,10
11,13,12,14
1,3,2,4
5,7,6,8
9,11,10,12
1,14,2,13
3,6,4,5
7,10,8,9
11,14,12,13
1,4,2,3
5,8,6,7
9,12,10,11
3,13,4,14
1,5,2,6
7,11,8,12
9,13,10,14
1,6,2,5
3,7,4,8
9,14,10,13
1,11,2,12
3,8,4,7
5,9,6,10
1,12,13,14
2,7,3,11
4,9,5,10
6,14,8,13
2,11,3,12
1,7,4,10
5,13,6,9
3,14,8,11
2,10,7,12
1,9,4,13
5,14,6,11
2,8,3,10
4,12,7,13
1,8,5,11
3,9,6,12
1,10,7,14
2,9,4,11
5,12,6,13
3,10,8,14
1,7,2,4
5,13,9,11
6,14,8,12
1,10,3,7
