1,2,3,4,5,6
7,8,9,10,11,12
13,14,15,16,17,18
1,19,2,20,3,5
4,7,6,8,9,11
10,13,12,14,15,17
1,18,3,20,16,19
2,4,5,7,6,9
8,10,11,13,12,15
14,16,17,19,18,20
1,6,2,3,4,5
7,12,8,9,10,11
13,18,14,15,16,17
1,3,2,19,5,20
4,8,6,11,7,9
10,14,12,17,13,15
1,20,3,16,18,19
2,7,4,6,5,9
8,13,10,12,11,15
14,19,16,18,17,20
1,4,2,5,3,6
7,10,8,11,9,12
13,16,14,17,15,18
1,5,3,19,4,20
2,9,6,10,7,11
8,15,12,16,13,17
1,14,3,18,19,20
2,6,4,9,5,11
7,13,8,12,10,15
1,17,14,18,16,20
3,9,4,11,5,19
2,10,6,12,7,15
8,17,13,19,14,20
1,16,3,11,4,18
2,12,5,10,9,15
6,13,7,17,8,14
4,19,5,16,11,20
1,9,2,18,3,10
6,15,7,14,12,13
4,17,8,20,11,19
1,10,5,18,9,16
2,15,3,12,6,7
4,14,8,19,13,20
5,17,9,18,11,16
1,12,3,15,10,20
2,13,6,14,7,19
4,16,8,18,11,17
1,15,5,12,9,20
2,14,3,7,10,19
4,13,6,17,8,16
