1,2
3,4
5,6
1,7
2,3
4,5
6,7
1,3
2,4
5,7
1,6
3,5
2,7
4,6
1,5
3,7
2,6
1,4
2,5
3,6
4,7
1,2
3,4
5,6
1,7
2,3
4,5
6,7
1,3
2,4
5,7
1,6
3,5
2,7
4,6
1,5
3,7
2,6
1,4
2,5
3,6
4,7
1,2
3,4
5,6
1,7
2,3
4,5
6,7
1,3
