1,2
3,4
5,6
7,8
9,10
11,12
1,3
2,4
5,7
6,8
9,11
10,12
1,4
2,3
5,8
6,7
9,12
10,11
1,5
4,8
3,7
2,6
1,9
5,12
4,11
8,10
2,7
3,6
1,12
5,9
4,10
8,11
2,12
1,7
3,9
6,10
5,11
4,12
2,8
7,9
3,10
1,6
4,5
2,11
8,12
7,10
6,9
3,5
1,11
4,7
