1,2,3,4,5,6
7,8,9,10,11,12
13,14,15,16,17,18
1,21,2,22,19,20
3,5,4,7,6,8
9,11,10,13,12,14
15,17,16,19,18,20
1,22,2,4,3,21
5,7,6,9,8,10
11,13,12,15,14,16
17,19,18,21,20,22
1,3,2,5,4,6
7,9,8,11,10,12
13,15,14,17,16,18
1,20,2,21,19,22
3,8,4,5,6,7
9,14,10,11,12,13
15,20,16,17,18,19
1,4,2,3,21,22
5,8,6,10,7,11
9,13,12,16,14,15
17,20,18,22,19,21
1,5,2,6,3,7
4,11,8,9,10,14
12,17,13,16,15,18
1,19,3,22,20,21
2,7,5,10,6,11
4,12,8,14,9,15
13,18,16,20,17,21
1,6,3,19,5,22
2,11,4,10,7,14
8,15,9,16,12,18
3,20,13,21,17,22
1,7,5,11,6,19
2,8,4,14,10,15
9,18,12,20,16,21
3,17,6,22,13,19
1,11,5,14,7,10
2,9,4,15,8,16
3,18,12,21,13,20
5,19,6,17,7,22
1,10,2,14,11,15
4,16,8,12,9,20
5,21,6,18,13,17
3,11,7,19,10,22
1,14,2,15,4,8
6,20,9,12,16,22
3,13,5,18,7,21
1,17,10,19,11,14
2,16,4,9,8,20
