1,2,3,4,5,6
7,8,9,10,11,12
1,15,2,16,13,14
3,5,4,7,6,8
9,11,10,13,12,14
1,16,2,4,3,15
5,7,6,9,8,10
11,13,12,15,14,16
1,3,2,5,4,6
7,9,8,11,10,12
1,14,2,15,13,16
3,8,4,5,6,7
9,14,10,11,12,13
1,4,2,3,15,16
5,8,6,10,7,11
9,13,12,16,14,15
1,5,2,6,3,7
4,10,8,9,11,14
1,12,3,16,13,15
2,7,5,10,6,11
4,14,8,13,9,12
1,7,5,15,6,16
2,8,3,10,4,11
1,13,5,14,9,15
2,12,3,6,7,16
4,8,10,14,11,15
5,12,6,13,9,16
1,8,3,11,7,10
2,14,4,15,5,9
6,12,7,13,10,16
1,11,3,14,8,15
2,9,4,12,5,13
1,6,7,14,8,16
2,11,3,9,10,15
4,13,5,16,7,12
1,10,6,15,8,14
2,13,3,12,4,9
6,14,7,15,11,16
1,9,2,10,5,11
3,13,4,16,8,12
1,2,3,4,5,6
7,8,9,10,11,12
1,15,2,16,13,14
3,5,4,7,6,8
9,11,10,13,12,14
1,16,2,4,3,15
5,7,6,9,8,10
11,13,12,15,14,16
1,3,2,5,4,6
7,9,8,11,10,12
